Variety,Year,Site,County,Region,Yield
REBECCA,2003,Coupar Angus,Perth and Kinross,North,7.17
COCKTAIL,2003,Perth,Perth and Kinross,North,8.25
TROON,2003,Perth,Perth and Kinross,North,8.25
CELLAR,2003,Perth,Perth and Kinross,North,8.5
PRESTIGE,2003,Perth,Perth and Kinross,North,8.17
OPTIC,2003,Perth,Perth and Kinross,North,7.76
CHALICE,2003,Perth,Perth and Kinross,North,7.84
DECANTER,2003,Perth,Perth and Kinross,North,7.84
CARAFE,2003,Perth,Perth and Kinross,North,7.92
TOBY,2003,Perth,Perth and Kinross,North,8.33
DRUM,2003,Perth,Perth and Kinross,North,8.17
BERYLLIUM,2003,Perth,Perth and Kinross,North,8.09
SPIRE,2003,Perth,Perth and Kinross,North,8.83
KIRSTY,2003,Perth,Perth and Kinross,North,8.5
STATIC,2003,Perth,Perth and Kinross,North,8.25
RIVIERA,2003,Perth,Perth and Kinross,North,8.91
DOYEN,2003,Perth,Perth and Kinross,North,8.58
FELTWELL,2003,Perth,Perth and Kinross,North,8.17
ATHENA,2003,Perth,Perth and Kinross,North,8.66
REBECCA,2003,Perth,Perth and Kinross,North,8.5
COCKTAIL,2003,St Andrews,Fife,North,7.99
TROON,2003,St Andrews,Fife,North,7.6
CELLAR,2003,St Andrews,Fife,North,7.83
PRESTIGE,2003,St Andrews,Fife,North,7.22
OPTIC,2003,St Andrews,Fife,North,7.68
CHALICE,2003,St Andrews,Fife,North,7.3
DECANTER,2003,St Andrews,Fife,North,7.22
CARAFE,2003,St Andrews,Fife,North,7.83
TOBY,2003,St Andrews,Fife,North,7.53
DRUM,2003,St Andrews,Fife,North,7.6
BERYLLIUM,2003,St Andrews,Fife,North,8.06
SPIRE,2003,St Andrews,Fife,North,8.14
KIRSTY,2003,St Andrews,Fife,North,NA
STATIC,2003,St Andrews,Fife,North,7.76
RIVIERA,2003,St Andrews,Fife,North,7.76
DOYEN,2003,St Andrews,Fife,North,7.68
FELTWELL,2003,St Andrews,Fife,North,7.83
ATHENA,2003,St Andrews,Fife,North,8.52
REBECCA,2003,St Andrews,Fife,North,8.22
COCKTAIL,2003,North Berwick,East Lothian,North,8.35
TROON,2003,North Berwick,East Lothian,North,7.88
CELLAR,2003,North Berwick,East Lothian,North,7.8
PRESTIGE,2003,North Berwick,East Lothian,North,7.64
OPTIC,2003,North Berwick,East Lothian,North,7.8
CHALICE,2003,North Berwick,East Lothian,North,7.72
DECANTER,2003,North Berwick,East Lothian,North,7.88
CARAFE,2003,North Berwick,East Lothian,North,7.96
TOBY,2003,North Berwick,East Lothian,North,8.04
DRUM,2003,North Berwick,East Lothian,North,8.12
BERYLLIUM,2003,North Berwick,East Lothian,North,8.04
SPIRE,2003,North Berwick,East Lothian,North,8.35
KIRSTY,2003,North Berwick,East Lothian,North,8.2
STATIC,2003,North Berwick,East Lothian,North,7.8
RIVIERA,2003,North Berwick,East Lothian,North,8.27
DOYEN,2003,North Berwick,East Lothian,North,8.67
FELTWELL,2003,North Berwick,East Lothian,North,7.96
ATHENA,2003,North Berwick,East Lothian,North,8.27
REBECCA,2003,North Berwick,East Lothian,North,8.35
COCKTAIL,2003,St Boswells,Scottish Borders,North,6.76
TROON,2003,St Boswells,Scottish Borders,North,6.37
CELLAR,2003,St Boswells,Scottish Borders,North,6.31
PRESTIGE,2003,St Boswells,Scottish Borders,North,6.11
OPTIC,2003,St Boswells,Scottish Borders,North,6.57
CHALICE,2003,St Boswells,Scottish Borders,North,6.24
DECANTER,2003,St Boswells,Scottish Borders,North,6.05
CARAFE,2003,St Boswells,Scottish Borders,North,6.57
TOBY,2003,St Boswells,Scottish Borders,North,6.57
DRUM,2003,St Boswells,Scottish Borders,North,6.44
BERYLLIUM,2003,St Boswells,Scottish Borders,North,6.76
SPIRE,2003,St Boswells,Scottish Borders,North,6.83
KIRSTY,2003,St Boswells,Scottish Borders,North,NA
STATIC,2003,St Boswells,Scottish Borders,North,6.76
RIVIERA,2003,St Boswells,Scottish Borders,North,6.63
DOYEN,2003,St Boswells,Scottish Borders,North,6.57
FELTWELL,2003,St Boswells,Scottish Borders,North,7.09
ATHENA,2003,St Boswells,Scottish Borders,North,6.96
REBECCA,2003,St Boswells,Scottish Borders,North,7.54
COCKTAIL,2003,Horncastle,Lincolnshire,East,8.65
TROON,2003,Horncastle,Lincolnshire,East,8.41
CELLAR,2003,Horncastle,Lincolnshire,East,8.17
PRESTIGE,2003,Horncastle,Lincolnshire,East,8.25
OPTIC,2003,Horncastle,Lincolnshire,East,7.15
CHALICE,2003,Horncastle,Lincolnshire,East,7.86
DECANTER,2003,Horncastle,Lincolnshire,East,NA
CARAFE,2003,Horncastle,Lincolnshire,East,8.41
TOBY,2003,Horncastle,Lincolnshire,East,8.33
DRUM,2003,Horncastle,Lincolnshire,East,8.02
BERYLLIUM,2003,Horncastle,Lincolnshire,East,8.25
SPIRE,2003,Horncastle,Lincolnshire,East,8.72
KIRSTY,2003,Horncastle,Lincolnshire,East,NA
STATIC,2003,Horncastle,Lincolnshire,East,8.25
RIVIERA,2003,Horncastle,Lincolnshire,East,7.94
DOYEN,2003,Horncastle,Lincolnshire,East,8.49
FELTWELL,2003,Horncastle,Lincolnshire,East,8.17
ATHENA,2003,Horncastle,Lincolnshire,East,7.78
REBECCA,2003,Horncastle,Lincolnshire,East,7.55
COCKTAIL,2003,Kings Lynn,Norfolk,East,7.13
TROON,2003,Kings Lynn,Norfolk,East,6.74
CELLAR,2003,Kings Lynn,Norfolk,East,6.61
PRESTIGE,2003,Kings Lynn,Norfolk,East,6.68
OPTIC,2003,Kings Lynn,Norfolk,East,6.03
CHALICE,2003,Kings Lynn,Norfolk,East,6.48
DECANTER,2003,Kings Lynn,Norfolk,East,NA
CARAFE,2003,Kings Lynn,Norfolk,East,6.48
TOBY,2003,Kings Lynn,Norfolk,East,6.36
DRUM,2003,Kings Lynn,Norfolk,East,6.74
BERYLLIUM,2003,Kings Lynn,Norfolk,East,5.91
SPIRE,2003,Kings Lynn,Norfolk,East,6.61
KIRSTY,2003,Kings Lynn,Norfolk,East,NA
STATIC,2003,Kings Lynn,Norfolk,East,6.68
RIVIERA,2003,Kings Lynn,Norfolk,East,6.36
DOYEN,2003,Kings Lynn,Norfolk,East,6.81
FELTWELL,2003,Kings Lynn,Norfolk,East,7
ATHENA,2003,Kings Lynn,Norfolk,East,6.61
REBECCA,2003,Kings Lynn,Norfolk,East,6.36
COCKTAIL,2003,Wymondham,Norfolk,East,7.56
TROON,2003,Wymondham,Norfolk,East,6.89
CELLAR,2003,Wymondham,Norfolk,East,6.89
PRESTIGE,2003,Wymondham,Norfolk,East,6.41
OPTIC,2003,Wymondham,Norfolk,East,6.89
CHALICE,2003,Wymondham,Norfolk,East,6.75
DECANTER,2003,Wymondham,Norfolk,East,NA
CARAFE,2003,Wymondham,Norfolk,East,6.89
TOBY,2003,Wymondham,Norfolk,East,7.16
DRUM,2003,Wymondham,Norfolk,East,6.68
BERYLLIUM,2003,Wymondham,Norfolk,East,6.95
SPIRE,2003,Wymondham,Norfolk,East,7.29
KIRSTY,2003,Wymondham,Norfolk,East,7.09
STATIC,2003,Wymondham,Norfolk,East,6.68
RIVIERA,2003,Wymondham,Norfolk,East,6.55
DOYEN,2003,Wymondham,Norfolk,East,7.49
FELTWELL,2003,Wymondham,Norfolk,East,7.16
ATHENA,2003,Wymondham,Norfolk,East,7.29
REBECCA,2003,Wymondham,Norfolk,East,7.43
COCKTAIL,2003,Eye,Suffolk,East,8.27
TROON,2003,Eye,Suffolk,East,7.61
CELLAR,2003,Eye,Suffolk,East,6.82
PRESTIGE,2003,Eye,Suffolk,East,7.03
OPTIC,2003,Eye,Suffolk,East,7.54
CHALICE,2003,Eye,Suffolk,East,6.96
DECANTER,2003,Eye,Suffolk,East,NA
CARAFE,2003,Eye,Suffolk,East,7.4
TOBY,2003,Eye,Suffolk,East,7.54
DRUM,2003,Eye,Suffolk,East,7.76
BERYLLIUM,2003,Eye,Suffolk,East,7.61
SPIRE,2003,Eye,Suffolk,East,8.48
KIRSTY,2003,Eye,Suffolk,East,NA
STATIC,2003,Eye,Suffolk,East,7.61
RIVIERA,2003,Eye,Suffolk,East,7.32
DOYEN,2003,Eye,Suffolk,East,7.98
FELTWELL,2003,Eye,Suffolk,East,8.41
ATHENA,2003,Eye,Suffolk,East,7.11
REBECCA,2003,Eye,Suffolk,East,7.4
COCKTAIL,2003,Luton,Bedfordshire,East,7.09
TROON,2003,Luton,Bedfordshire,East,7.29
CELLAR,2003,Luton,Bedfordshire,East,6.83
PRESTIGE,2003,Luton,Bedfordshire,East,6.63
OPTIC,2003,Luton,Bedfordshire,East,6.63
CHALICE,2003,Luton,Bedfordshire,East,6.17
DECANTER,2003,Luton,Bedfordshire,East,NA
CARAFE,2003,Luton,Bedfordshire,East,6.9
TOBY,2003,Luton,Bedfordshire,East,6.7
DRUM,2003,Luton,Bedfordshire,East,6.63
BERYLLIUM,2003,Luton,Bedfordshire,East,6.83
SPIRE,2003,Luton,Bedfordshire,East,6.83
KIRSTY,2003,Luton,Bedfordshire,East,NA
STATIC,2003,Luton,Bedfordshire,East,6.56
RIVIERA,2003,Luton,Bedfordshire,East,6.96
DOYEN,2003,Luton,Bedfordshire,East,6.56
FELTWELL,2003,Luton,Bedfordshire,East,7.16
ATHENA,2003,Luton,Bedfordshire,East,6.5
REBECCA,2003,Luton,Bedfordshire,East,7.03
COCKTAIL,2003,Winchester,Hampshire,West,9.75
TROON,2003,Winchester,Hampshire,West,9.57
CELLAR,2003,Winchester,Hampshire,West,9.38
PRESTIGE,2003,Winchester,Hampshire,West,9.02
OPTIC,2003,Winchester,Hampshire,West,9.11
CHALICE,2003,Winchester,Hampshire,West,9.02
DECANTER,2003,Winchester,Hampshire,West,NA
CARAFE,2003,Winchester,Hampshire,West,9.2
TOBY,2003,Winchester,Hampshire,West,9.75
DRUM,2003,Winchester,Hampshire,West,9.29
BERYLLIUM,2003,Winchester,Hampshire,West,9.66
SPIRE,2003,Winchester,Hampshire,West,10.11
KIRSTY,2003,Winchester,Hampshire,West,9.29
STATIC,2003,Winchester,Hampshire,West,9.47
RIVIERA,2003,Winchester,Hampshire,West,8.56
DOYEN,2003,Winchester,Hampshire,West,9.75
FELTWELL,2003,Winchester,Hampshire,West,9.66
ATHENA,2003,Winchester,Hampshire,West,9.38
REBECCA,2003,Winchester,Hampshire,West,9.75
COCKTAIL,2003,Cirencester,Gloucestershire,West,7.18
TROON,2003,Cirencester,Gloucestershire,West,7.61
CELLAR,2003,Cirencester,Gloucestershire,West,7.4
PRESTIGE,2003,Cirencester,Gloucestershire,West,7.25
OPTIC,2003,Cirencester,Gloucestershire,West,7.04
CHALICE,2003,Cirencester,Gloucestershire,West,6.89
DECANTER,2003,Cirencester,Gloucestershire,West,NA
CARAFE,2003,Cirencester,Gloucestershire,West,7.25
TOBY,2003,Cirencester,Gloucestershire,West,7.04
DRUM,2003,Cirencester,Gloucestershire,West,7.25
BERYLLIUM,2003,Cirencester,Gloucestershire,West,7.4
SPIRE,2003,Cirencester,Gloucestershire,West,7.75
KIRSTY,2003,Cirencester,Gloucestershire,West,7.4
STATIC,2003,Cirencester,Gloucestershire,West,7.32
RIVIERA,2003,Cirencester,Gloucestershire,West,7.18
DOYEN,2003,Cirencester,Gloucestershire,West,7.54
FELTWELL,2003,Cirencester,Gloucestershire,West,7.54
ATHENA,2003,Cirencester,Gloucestershire,West,7.4
REBECCA,2003,Cirencester,Gloucestershire,West,7.54
COCKTAIL,2003,Blandford Forum,Wiltshire,West,6.04
TROON,2003,Blandford Forum,Wiltshire,West,5.98
CELLAR,2003,Blandford Forum,Wiltshire,West,6.1
PRESTIGE,2003,Blandford Forum,Wiltshire,West,6.91
OPTIC,2003,Blandford Forum,Wiltshire,West,5.46
CHALICE,2003,Blandford Forum,Wiltshire,West,5.98
DECANTER,2003,Blandford Forum,Wiltshire,West,NA
CARAFE,2003,Blandford Forum,Wiltshire,West,5.98
TOBY,2003,Blandford Forum,Wiltshire,West,5.29
DRUM,2003,Blandford Forum,Wiltshire,West,5.75
BERYLLIUM,2003,Blandford Forum,Wiltshire,West,6.27
SPIRE,2003,Blandford Forum,Wiltshire,West,5.81
KIRSTY,2003,Blandford Forum,Wiltshire,West,NA
STATIC,2003,Blandford Forum,Wiltshire,West,5.81
RIVIERA,2003,Blandford Forum,Wiltshire,West,5.69
DOYEN,2003,Blandford Forum,Wiltshire,West,6.68
FELTWELL,2003,Blandford Forum,Wiltshire,West,6.1
ATHENA,2003,Blandford Forum,Wiltshire,West,5.81
REBECCA,2003,Blandford Forum,Wiltshire,West,6.57
COCKTAIL,2003,Abergavenny,Monmouthshire,West,6.93
TROON,2003,Abergavenny,Monmouthshire,West,6.93
CELLAR,2003,Abergavenny,Monmouthshire,West,6.45
PRESTIGE,2003,Abergavenny,Monmouthshire,West,6.38
OPTIC,2003,Abergavenny,Monmouthshire,West,7.13
CHALICE,2003,Abergavenny,Monmouthshire,West,6.86
DECANTER,2003,Abergavenny,Monmouthshire,West,NA
CARAFE,2003,Abergavenny,Monmouthshire,West,6.72
TOBY,2003,Abergavenny,Monmouthshire,West,6.79
DRUM,2003,Abergavenny,Monmouthshire,West,6.59
BERYLLIUM,2003,Abergavenny,Monmouthshire,West,7.06
SPIRE,2003,Abergavenny,Monmouthshire,West,7.6
KIRSTY,2003,Abergavenny,Monmouthshire,West,NA
STATIC,2003,Abergavenny,Monmouthshire,West,6.59
RIVIERA,2003,Abergavenny,Monmouthshire,West,6.86
DOYEN,2003,Abergavenny,Monmouthshire,West,6.79
FELTWELL,2003,Abergavenny,Monmouthshire,West,6.93
ATHENA,2003,Abergavenny,Monmouthshire,West,7.27
REBECCA,2003,Abergavenny,Monmouthshire,West,6.99
COCKTAIL,2003,Plymouth,Devon,West,6.31
TROON,2003,Plymouth,Devon,West,6.65
CELLAR,2003,Plymouth,Devon,West,6.79
PRESTIGE,2003,Plymouth,Devon,West,7.27
OPTIC,2003,Plymouth,Devon,West,5.43
CHALICE,2003,Plymouth,Devon,West,NA
DECANTER,2003,Plymouth,Devon,West,NA
CARAFE,2003,Plymouth,Devon,West,NA
TOBY,2003,Plymouth,Devon,West,6.31
DRUM,2003,Plymouth,Devon,West,6.45
BERYLLIUM,2003,Plymouth,Devon,West,5.5
SPIRE,2003,Plymouth,Devon,West,6.79
KIRSTY,2003,Plymouth,Devon,West,7.2
STATIC,2003,Plymouth,Devon,West,7.13
RIVIERA,2003,Plymouth,Devon,West,7.74
DOYEN,2003,Plymouth,Devon,West,7.47
FELTWELL,2003,Plymouth,Devon,West,6.79
ATHENA,2003,Plymouth,Devon,West,7.2
REBECCA,2003,Plymouth,Devon,West,6.59
COCKTAIL,2003,Exeter,Devon,West,11.26
TROON,2003,Exeter,Devon,West,11.05
CELLAR,2003,Exeter,Devon,West,11.26
PRESTIGE,2003,Exeter,Devon,West,10.23
OPTIC,2003,Exeter,Devon,West,10.23
CHALICE,2003,Exeter,Devon,West,9.71
DECANTER,2003,Exeter,Devon,West,NA
CARAFE,2003,Exeter,Devon,West,10.02
TOBY,2003,Exeter,Devon,West,10.43
DRUM,2003,Exeter,Devon,West,10.23
BERYLLIUM,2003,Exeter,Devon,West,10.02
SPIRE,2003,Exeter,Devon,West,11.88
KIRSTY,2003,Exeter,Devon,West,NA
STATIC,2003,Exeter,Devon,West,10.12
RIVIERA,2003,Exeter,Devon,West,10.43
DOYEN,2003,Exeter,Devon,West,11.67
FELTWELL,2003,Exeter,Devon,West,10.43
ATHENA,2003,Exeter,Devon,West,9.71
REBECCA,2003,Exeter,Devon,West,9.09
COCKTAIL,2003,Ormskirk,Lancashire,West,5.96
TROON,2003,Ormskirk,Lancashire,West,6.19
CELLAR,2003,Ormskirk,Lancashire,West,6.07
PRESTIGE,2003,Ormskirk,Lancashire,West,5.9
OPTIC,2003,Ormskirk,Lancashire,West,5.08
CHALICE,2003,Ormskirk,Lancashire,West,6.19
DECANTER,2003,Ormskirk,Lancashire,West,NA
CARAFE,2003,Ormskirk,Lancashire,West,6.19
TOBY,2003,Ormskirk,Lancashire,West,6.19
DRUM,2003,Ormskirk,Lancashire,West,5.9
BERYLLIUM,2003,Ormskirk,Lancashire,West,5.26
SPIRE,2003,Ormskirk,Lancashire,West,5.84
KIRSTY,2003,Ormskirk,Lancashire,West,5.61
STATIC,2003,Ormskirk,Lancashire,West,5.96
RIVIERA,2003,Ormskirk,Lancashire,West,5.84
DOYEN,2003,Ormskirk,Lancashire,West,6.25
FELTWELL,2003,Ormskirk,Lancashire,West,5.31
ATHENA,2003,Ormskirk,Lancashire,West,6.42
REBECCA,2003,Ormskirk,Lancashire,West,5.49
COCKTAIL,2003,Ayr,South Ayrshire,West,7.23
TROON,2003,Ayr,South Ayrshire,West,6.43
CELLAR,2003,Ayr,South Ayrshire,West,6.1
PRESTIGE,2003,Ayr,South Ayrshire,West,6.43
OPTIC,2003,Ayr,South Ayrshire,West,6.76
CHALICE,2003,Ayr,South Ayrshire,West,6.63
DECANTER,2003,Ayr,South Ayrshire,West,6.5
CARAFE,2003,Ayr,South Ayrshire,West,6.9
TOBY,2003,Ayr,South Ayrshire,West,6.9
DRUM,2003,Ayr,South Ayrshire,West,6.76
BERYLLIUM,2003,Ayr,South Ayrshire,West,6.56
SPIRE,2003,Ayr,South Ayrshire,West,6.9
KIRSTY,2003,Ayr,South Ayrshire,West,7.03
STATIC,2003,Ayr,South Ayrshire,West,6.56
RIVIERA,2003,Ayr,South Ayrshire,West,7.09
DOYEN,2003,Ayr,South Ayrshire,West,7.29
FELTWELL,2003,Ayr,South Ayrshire,West,6.7
ATHENA,2003,Ayr,South Ayrshire,West,6.9
REBECCA,2003,Ayr,South Ayrshire,West,7.03
COCKTAIL,2003,Lockerbie,Dumfries and Galloway,West,8.13
TROON,2003,Lockerbie,Dumfries and Galloway,West,8.37
CELLAR,2003,Lockerbie,Dumfries and Galloway,West,7.73
PRESTIGE,2003,Lockerbie,Dumfries and Galloway,West,8.13
OPTIC,2003,Lockerbie,Dumfries and Galloway,West,7.41
CHALICE,2003,Lockerbie,Dumfries and Galloway,West,7.65
DECANTER,2003,Lockerbie,Dumfries and Galloway,West,7.89
CARAFE,2003,Lockerbie,Dumfries and Galloway,West,8.13
TOBY,2003,Lockerbie,Dumfries and Galloway,West,8.05
DRUM,2003,Lockerbie,Dumfries and Galloway,West,8.21
BERYLLIUM,2003,Lockerbie,Dumfries and Galloway,West,8.05
SPIRE,2003,Lockerbie,Dumfries and Galloway,West,8.61
KIRSTY,2003,Lockerbie,Dumfries and Galloway,West,8.37
STATIC,2003,Lockerbie,Dumfries and Galloway,West,8.21
RIVIERA,2003,Lockerbie,Dumfries and Galloway,West,8.85
DOYEN,2003,Lockerbie,Dumfries and Galloway,West,8.21
FELTWELL,2003,Lockerbie,Dumfries and Galloway,West,7.89
ATHENA,2003,Lockerbie,Dumfries and Galloway,West,8.69
REBECCA,2003,Lockerbie,Dumfries and Galloway,West,7.97
COCKTAIL,2003,Strabane,Tyrone,West,7.88
TROON,2003,Strabane,Tyrone,West,7.88
CELLAR,2003,Strabane,Tyrone,West,7.88
PRESTIGE,2003,Strabane,Tyrone,West,7.5
OPTIC,2003,Strabane,Tyrone,West,7.13
CHALICE,2003,Strabane,Tyrone,West,7.28
DECANTER,2003,Strabane,Tyrone,West,6.98
CARAFE,2003,Strabane,Tyrone,West,7.58
TOBY,2003,Strabane,Tyrone,West,7.5
DRUM,2003,Strabane,Tyrone,West,7.35
BERYLLIUM,2003,Strabane,Tyrone,West,7.95
SPIRE,2003,Strabane,Tyrone,West,7.95
KIRSTY,2003,Strabane,Tyrone,West,7.43
STATIC,2003,Strabane,Tyrone,West,7.28
RIVIERA,2003,Strabane,Tyrone,West,7.95
DOYEN,2003,Strabane,Tyrone,West,7.8
FELTWELL,2003,Strabane,Tyrone,West,7.5
ATHENA,2003,Strabane,Tyrone,West,7.58
REBECCA,2003,Strabane,Tyrone,West,7.8
COCKTAIL,2003,Crossnacreevy,Down,West,5.64
TROON,2003,Crossnacreevy,Down,West,4.97
CELLAR,2003,Crossnacreevy,Down,West,5.3
PRESTIGE,2003,Crossnacreevy,Down,West,5.36
OPTIC,2003,Crossnacreevy,Down,West,5.64
CHALICE,2003,Crossnacreevy,Down,West,5.75
DECANTER,2003,Crossnacreevy,Down,West,5.64
CARAFE,2003,Crossnacreevy,Down,West,5.86
TOBY,2003,Crossnacreevy,Down,West,5.52
DRUM,2003,Crossnacreevy,Down,West,5.86
BERYLLIUM,2003,Crossnacreevy,Down,West,5.52
SPIRE,2003,Crossnacreevy,Down,West,5.58
KIRSTY,2003,Crossnacreevy,Down,West,6.19
STATIC,2003,Crossnacreevy,Down,West,5.64
RIVIERA,2003,Crossnacreevy,Down,West,5.58
DOYEN,2003,Crossnacreevy,Down,West,5.8
FELTWELL,2003,Crossnacreevy,Down,West,5.64
ATHENA,2003,Crossnacreevy,Down,West,6.31
REBECCA,2003,Crossnacreevy,Down,West,5.36
COCKTAIL,2004,Rosskeen,Highland,North,7
TROON,2004,Rosskeen,Highland,North,6.93
CARAFE,2004,Rosskeen,Highland,North,6.53
CELLAR,2004,Rosskeen,Highland,North,6.8
PRESTIGE,2004,Rosskeen,Highland,North,6.8
OPTIC,2004,Rosskeen,Highland,North,6.66
CHALICE,2004,Rosskeen,Highland,North,6.46
DECANTER,2004,Rosskeen,Highland,North,6.46
WICKET,2004,Rosskeen,Highland,North,7.13
POWER,2004,Rosskeen,Highland,North,7.07
NFC_TIPPLE,2004,Rosskeen,Highland,North,7.27
OXBRIDGE,2004,Rosskeen,Highland,North,6.66
HENLEY,2004,Rosskeen,Highland,North,7.2
MACAW,2004,Rosskeen,Highland,North,7
TOUCAN,2004,Rosskeen,Highland,North,6.86
MINSTREL,2004,Rosskeen,Highland,North,7.2
WESTMINSTER,2004,Rosskeen,Highland,North,6.86
DOYEN,2004,Rosskeen,Highland,North,7.4
SPIRE,2004,Rosskeen,Highland,North,6.86
KIRSTY,2004,Rosskeen,Highland,North,NA
REBECCA,2004,Rosskeen,Highland,North,7.2
STATIC,2004,Rosskeen,Highland,North,6.93
RIVIERA,2004,Rosskeen,Highland,North,6.8
WAGGON,2004,Rosskeen,Highland,North,7.4
TOCADA,2004,Rosskeen,Highland,North,7
COCKTAIL,2004,Laurencekirk,Aberdeenshire,North,7.48
TROON,2004,Laurencekirk,Aberdeenshire,North,7.26
CARAFE,2004,Laurencekirk,Aberdeenshire,North,7.19
CELLAR,2004,Laurencekirk,Aberdeenshire,North,7.41
PRESTIGE,2004,Laurencekirk,Aberdeenshire,North,6.83
OPTIC,2004,Laurencekirk,Aberdeenshire,North,6.69
CHALICE,2004,Laurencekirk,Aberdeenshire,North,7.19
DECANTER,2004,Laurencekirk,Aberdeenshire,North,7.33
WICKET,2004,Laurencekirk,Aberdeenshire,North,7.77
POWER,2004,Laurencekirk,Aberdeenshire,North,7.91
NFC_TIPPLE,2004,Laurencekirk,Aberdeenshire,North,7.98
OXBRIDGE,2004,Laurencekirk,Aberdeenshire,North,7.62
HENLEY,2004,Laurencekirk,Aberdeenshire,North,7.55
MACAW,2004,Laurencekirk,Aberdeenshire,North,7.19
TOUCAN,2004,Laurencekirk,Aberdeenshire,North,7.77
MINSTREL,2004,Laurencekirk,Aberdeenshire,North,7.84
WESTMINSTER,2004,Laurencekirk,Aberdeenshire,North,7.62
DOYEN,2004,Laurencekirk,Aberdeenshire,North,7.62
SPIRE,2004,Laurencekirk,Aberdeenshire,North,7.41
KIRSTY,2004,Laurencekirk,Aberdeenshire,North,7.19
REBECCA,2004,Laurencekirk,Aberdeenshire,North,7.91
STATIC,2004,Laurencekirk,Aberdeenshire,North,7.33
RIVIERA,2004,Laurencekirk,Aberdeenshire,North,7.41
WAGGON,2004,Laurencekirk,Aberdeenshire,North,8.12
TOCADA,2004,Laurencekirk,Aberdeenshire,North,8.2
COCKTAIL,2004,Inverurie,Aberdeenshire,North,6.78
TROON,2004,Inverurie,Aberdeenshire,North,6.85
CARAFE,2004,Inverurie,Aberdeenshire,North,6.72
CELLAR,2004,Inverurie,Aberdeenshire,North,6.59
PRESTIGE,2004,Inverurie,Aberdeenshire,North,6.33
OPTIC,2004,Inverurie,Aberdeenshire,North,6.27
CHALICE,2004,Inverurie,Aberdeenshire,North,6.14
DECANTER,2004,Inverurie,Aberdeenshire,North,6.52
WICKET,2004,Inverurie,Aberdeenshire,North,7.17
POWER,2004,Inverurie,Aberdeenshire,North,7.11
NFC_TIPPLE,2004,Inverurie,Aberdeenshire,North,7.11
OXBRIDGE,2004,Inverurie,Aberdeenshire,North,7.17
HENLEY,2004,Inverurie,Aberdeenshire,North,6.59
MACAW,2004,Inverurie,Aberdeenshire,North,6.65
TOUCAN,2004,Inverurie,Aberdeenshire,North,7.17
MINSTREL,2004,Inverurie,Aberdeenshire,North,6.91
WESTMINSTER,2004,Inverurie,Aberdeenshire,North,6.85
DOYEN,2004,Inverurie,Aberdeenshire,North,7.04
SPIRE,2004,Inverurie,Aberdeenshire,North,6.78
KIRSTY,2004,Inverurie,Aberdeenshire,North,NA
REBECCA,2004,Inverurie,Aberdeenshire,North,6.98
STATIC,2004,Inverurie,Aberdeenshire,North,6.65
RIVIERA,2004,Inverurie,Aberdeenshire,North,6.65
WAGGON,2004,Inverurie,Aberdeenshire,North,7.24
TOCADA,2004,Inverurie,Aberdeenshire,North,7.49
COCKTAIL,2004,Coupar Angus,Perth and Kinross,North,7.05
TROON,2004,Coupar Angus,Perth and Kinross,North,6.53
CARAFE,2004,Coupar Angus,Perth and Kinross,North,6.08
CELLAR,2004,Coupar Angus,Perth and Kinross,North,6.28
PRESTIGE,2004,Coupar Angus,Perth and Kinross,North,6.47
OPTIC,2004,Coupar Angus,Perth and Kinross,North,6.41
CHALICE,2004,Coupar Angus,Perth and Kinross,North,6.28
DECANTER,2004,Coupar Angus,Perth and Kinross,North,6.73
WICKET,2004,Coupar Angus,Perth and Kinross,North,7.25
POWER,2004,Coupar Angus,Perth and Kinross,North,6.73
NFC_TIPPLE,2004,Coupar Angus,Perth and Kinross,North,7.44
OXBRIDGE,2004,Coupar Angus,Perth and Kinross,North,7.31
HENLEY,2004,Coupar Angus,Perth and Kinross,North,6.86
MACAW,2004,Coupar Angus,Perth and Kinross,North,6.92
TOUCAN,2004,Coupar Angus,Perth and Kinross,North,7.12
MINSTREL,2004,Coupar Angus,Perth and Kinross,North,6.66
WESTMINSTER,2004,Coupar Angus,Perth and Kinross,North,7.38
DOYEN,2004,Coupar Angus,Perth and Kinross,North,6.53
SPIRE,2004,Coupar Angus,Perth and Kinross,North,6.92
KIRSTY,2004,Coupar Angus,Perth and Kinross,North,NA
REBECCA,2004,Coupar Angus,Perth and Kinross,North,7.76
STATIC,2004,Coupar Angus,Perth and Kinross,North,6.73
RIVIERA,2004,Coupar Angus,Perth and Kinross,North,6.73
WAGGON,2004,Coupar Angus,Perth and Kinross,North,7.38
TOCADA,2004,Coupar Angus,Perth and Kinross,North,7.51
COCKTAIL,2004,Perth,Perth and Kinross,North,7.65
TROON,2004,Perth,Perth and Kinross,North,7.65
CARAFE,2004,Perth,Perth and Kinross,North,7.35
CELLAR,2004,Perth,Perth and Kinross,North,7.43
PRESTIGE,2004,Perth,Perth and Kinross,North,7.5
OPTIC,2004,Perth,Perth and Kinross,North,7.5
CHALICE,2004,Perth,Perth and Kinross,North,7.58
DECANTER,2004,Perth,Perth and Kinross,North,7.2
WICKET,2004,Perth,Perth and Kinross,North,7.95
POWER,2004,Perth,Perth and Kinross,North,7.95
NFC_TIPPLE,2004,Perth,Perth and Kinross,North,8.1
OXBRIDGE,2004,Perth,Perth and Kinross,North,7.43
